feature	isolate	nearest_gene	nearest_te	scaffold
atg182	MNH120	1105	43541	scaffold_23
atg183	MNH120	986	40428	scaffold_23
atg184	MNH120	669	36733	scaffold_23
atg185	MNH120	637	34179	scaffold_23
atg186	MNH120	198	32336	scaffold_23
atg187	MNH120	198	30670	scaffold_23
atg188	MNH120	427	29102	scaffold_23
atg189	MNH120	57	27292	scaffold_23
atg190	MNH120	57	26953	scaffold_23
atg191	MNH120	353	24665	scaffold_23
atg192	MNH120	353	22183	scaffold_23
atg193	MNH120	446	19523	scaffold_23
atg194	MNH120	446	18668	scaffold_23
atg195	MNH120	379	14741	scaffold_23
atg196	MNH120	379	13619	scaffold_23
atg197	MNH120	705	11232	scaffold_23
atg198	MNH120	126	7310	scaffold_23
atg199	MNH120	126	6080	scaffold_23
atg200	MNH120	78	5070	scaffold_23
atg201	MNH120	78	4611	scaffold_23
atg202	MNH120	365	3115	scaffold_23
atg203	MNH120	365	2294	scaffold_23
atg204	MNH120	5807	128	scaffold_23
atg205	MNH120	582	1667	scaffold_23
atg206	MNH120	582	3810	scaffold_23
atg207	MNH120	2775	2024	scaffold_23
atg208	MNH120	1438	774	scaffold_23
atg209	MNH120	228	214	scaffold_23
atg210	MNH120	228	811	scaffold_23
atg211	MNH120	701	4765	scaffold_23
atg212	MNH120	1123	3861	scaffold_23
atg213	MNH120	2177	299	scaffold_23
atg214	MNH120	958	142	scaffold_23
atg215	MNH120	958	3175	scaffold_23
atg216	MNH120	23	57	scaffold_23
atg217	MNH120	23	39	scaffold_23
atg218	MNH120	921	813	scaffold_23
atg219	MNH120	921	22	scaffold_23
atg220	MNH120	1123	602	scaffold_23
atg221	MNH120	1476	22	scaffold_23
atg222	MNH120	1476	977	scaffold_23
atg223	MNH120	2078	6728	scaffold_23
atg224	MNH120	199	5704	scaffold_23
atg225	MNH120	36	4138	scaffold_23
atg226	MNH120	36	1988	scaffold_23
atg227	MNH120	312	922	scaffold_23
atg228	MNH120	284	6195	scaffold_23
atg229	MNH120	284	7965	scaffold_23
atg230	MNH120	1055	9641	scaffold_23
atg231	MNH120	2168	5482	scaffold_23
atg232	MNH120	4547	88	scaffold_23
atg233	MNH120	85	3961	scaffold_23
atg234	MNH120	85	5389	scaffold_23
atg235	MNH120	96	7784	scaffold_23
atg236	MNH120	96	10166	scaffold_23
atg237	MNH120	300	10790	scaffold_23
atg238	MNH120	346	12550	scaffold_23
atg239	MNH120	243	13756	scaffold_23
atg240	MNH120	243	15427	scaffold_23
atg241	MNH120	877	16396	scaffold_23
atg242	MNH120	211	14195	scaffold_23
atg243	MNH120	211	13327	scaffold_23
atg244	MNH120	691	9240	scaffold_23
atg245	MNH120	839	5656	scaffold_23
atg246	MNH120	178	4079	scaffold_23
atg247	MNH120	102	3451	scaffold_23
atg248	MNH120	102	2740	scaffold_23
atg249	MNH120	458	1131	scaffold_23
atg250	MNH120	846	24	scaffold_23
atg9061	MNH120	1200	333	scaffold_957
atg9062	MNH120	1200	1970	scaffold_957
atg9063	MNH120	1444	5529	scaffold_957
atg9064	MNH120	1444	6338	scaffold_957
atg9065	MNH120	285	1974	scaffold_957
atg9066	MNH120	285	1689	scaffold_957
atg9067	MNH120	844	3402	scaffold_957
atg9068	MNH120	473	1310	scaffold_957
atg9069	MNH120	473	837	scaffold_957
atg9070	MNH120	523	240	scaffold_957
atg136	MNH120	2659	712	scaffold_38
atg137	MNH120	1186	205	scaffold_38
atg138	MNH120	855	4034	scaffold_38
atg139	MNH120	855	2791	scaffold_38
atg140	MNH120	11265	1	scaffold_38
atg4489	MNH120	1190	1	scaffold_682
atg4490	MNH120	795	17	scaffold_682
atg4491	MNH120	706	44	scaffold_682
atg4492	MNH120	706	19	scaffold_682
atg4493	MNH120	1022	100	scaffold_682
atg4494	MNH120	239	40	scaffold_682
atg4495	MNH120	239	181	scaffold_682
atg4496	MNH120	261	9	scaffold_682
atg4497	MNH120	352	1	scaffold_682
atg4498	MNH120	33	9	scaffold_682
atg4499	MNH120	33	27	scaffold_682
atg4500	MNH120	405	7	scaffold_682
atg4501	MNH120	405	29	scaffold_682
atg4502	MNH120	585	1	scaffold_682
atg4503	MNH120	776	41	scaffold_682
atg4504	MNH120	737	4	scaffold_682
atg4505	MNH120	737	21	scaffold_682
atg4506	MNH120	1632	9	scaffold_682
atg4507	MNH120	1632	1	scaffold_682
atg7796	MNH120	1160	524	scaffold_912
atg7797	MNH120	445	3669	scaffold_912
atg7798	MNH120	445	7930	scaffold_912
atg7799	MNH120	587	9285	scaffold_912
atg7800	MNH120	633	13294	scaffold_912
atg7801	MNH120	146	15030	scaffold_912
atg7802	MNH120	146	16593	scaffold_912
atg7803	MNH120	284	17470	scaffold_912
atg7804	MNH120	431	19008	scaffold_912
atg7805	MNH120	615	15379	scaffold_912
atg7806	MNH120	615	12111	scaffold_912
atg7807	MNH120	634	8309	scaffold_912
atg7808	MNH120	1781	3682	scaffold_912
atg7809	MNH120	969	559	scaffold_912
atg7810	MNH120	969	190	scaffold_912
atg7811	MNH120	640	3006	scaffold_912
atg7812	MNH120	504	4667	scaffold_912
atg7813	MNH120	504	5735	scaffold_912
atg7814	MNH120	345	4285	scaffold_912
atg7815	MNH120	345	3273	scaffold_912
atg7816	MNH120	1410	505	scaffold_912
atg4021	MNH120	1669	2	scaffold_568
atg4022	MNH120	532	8	scaffold_568
atg4023	MNH120	205	32	scaffold_568
atg4024	MNH120	205	65	scaffold_568
atg4025	MNH120	1261	35	scaffold_568
atg4026	MNH120	1480	4	scaffold_568
atg4027	MNH120	633	74	scaffold_568
atg4028	MNH120	293	281	scaffold_568
atg4029	MNH120	293	37	scaffold_568
atg4030	MNH120	452	16	scaffold_568
atg4031	MNH120	887	50	scaffold_568
atg4032	MNH120	60	1	scaffold_568
atg4033	MNH120	60	2	scaffold_568
atg4034	MNH120	1216	7	scaffold_568
atg4035	MNH120	345	4	scaffold_568
atg4036	MNH120	345	26	scaffold_568
atg4037	MNH120	173	44	scaffold_568
atg4038	MNH120	173	1	scaffold_568
atg4039	MNH120	397	41	scaffold_568
atg4040	MNH120	510	6	scaffold_568
atg4041	MNH120	1158	12	scaffold_568
atg4042	MNH120	289	2	scaffold_568
atg4043	MNH120	289	15	scaffold_568
atg4044	MNH120	506	184	scaffold_568
atg4045	MNH120	54	26	scaffold_568
atg4046	MNH120	54	6	scaffold_568
atg4047	MNH120	1084	43	scaffold_568
atg4048	MNH120	1234	2	scaffold_568
atg4812	MNH120	493	72	scaffold_687
atg4813	MNH120	493	65	scaffold_687
atg4814	MNH120	585	15	scaffold_687
atg4815	MNH120	585	7	scaffold_687
atg4816	MNH120	1082	171	scaffold_687
atg4817	MNH120	312	4	scaffold_687
atg4818	MNH120	312	7	scaffold_687
atg4819	MNH120	307	61	scaffold_687
atg4820	MNH120	307	11	scaffold_687
atg4821	MNH120	1847	14	scaffold_687
atg4822	MNH120	83	15	scaffold_687
atg4823	MNH120	83	97	scaffold_687
atg4824	MNH120	1303	70	scaffold_687
atg4825	MNH120	211	6	scaffold_687
atg4826	MNH120	211	193	scaffold_687
atg4827	MNH120	388	35	scaffold_687
atg4828	MNH120	615	2	scaffold_687
atg4829	MNH120	38	2	scaffold_687
atg4830	MNH120	38	66	scaffold_687
atg4831	MNH120	478	1	scaffold_687
atg4832	MNH120	1218	79	scaffold_687
atg4833	MNH120	541	45	scaffold_687
atg4834	MNH120	541	7	scaffold_687
atg4835	MNH120	1073	12	scaffold_687
atg4836	MNH120	637	1	scaffold_687
atg4837	MNH120	184	106	scaffold_687
atg4838	MNH120	184	59	scaffold_687
atg4839	MNH120	636	5	scaffold_687
atg4840	MNH120	636	227	scaffold_687
atg4841	MNH120	1725	36	scaffold_687
atg4842	MNH120	1725	26	scaffold_687
atg4843	MNH120	442	122	scaffold_687
atg4844	MNH120	442	28	scaffold_687
atg4845	MNH120	535	21	scaffold_687
atg4846	MNH120	47	3	scaffold_687
atg4847	MNH120	47	137	scaffold_687
atg4848	MNH120	999	47	scaffold_687
atg4849	MNH120	454	277	scaffold_687
atg4850	MNH120	454	38	scaffold_687
atg4851	MNH120	422	53	scaffold_687
atg4852	MNH120	207	48	scaffold_687
atg4853	MNH120	207	9	scaffold_687
atg4854	MNH120	379	1	scaffold_687
atg4855	MNH120	756	10	scaffold_687
atg4856	MNH120	451	7	scaffold_687
atg4857	MNH120	451	41	scaffold_687
atg4858	MNH120	392	24	scaffold_687
atg4859	MNH120	392	136	scaffold_687
atg4860	MNH120	675	70	scaffold_687
atg4861	MNH120	675	59	scaffold_687
atg4862	MNH120	942	177	scaffold_687
atg4863	MNH120	876	155	scaffold_687
atg4864	MNH120	876	7	scaffold_687
atg4865	MNH120	2679	102	scaffold_687
atg4866	MNH120	132	64	scaffold_687
atg4867	MNH120	132	69	scaffold_687
atg4868	MNH120	692	297	scaffold_687
atg4869	MNH120	692	14	scaffold_687
atg4870	MNH120	346	107	scaffold_687
atg4871	MNH120	346	16	scaffold_687
atg4872	MNH120	564	46	scaffold_687
atg4873	MNH120	564	28	scaffold_687
atg4874	MNH120	1399	6	scaffold_687
atg4875	MNH120	1399	12	scaffold_687
atg4876	MNH120	30	42	scaffold_687
atg4877	MNH120	30	21	scaffold_687
atg4878	MNH120	1203	28	scaffold_687
atg4879	MNH120	657	2567	scaffold_687
atg4880	MNH120	295	5668	scaffold_687
atg4881	MNH120	295	8259	scaffold_687
atg4882	MNH120	668	9536	scaffold_687
atg4883	MNH120	668	10666	scaffold_687
atg4884	MNH120	822	6188	scaffold_687
atg4885	MNH120	533	4120	scaffold_687
atg4886	MNH120	533	1864	scaffold_687
atg4887	MNH120	593	73	scaffold_687
atg4888	MNH120	306	598	scaffold_687
atg4889	MNH120	306	1475	scaffold_687
atg4890	MNH120	252	1922	scaffold_687
atg4891	MNH120	252	512	scaffold_687
atg4892	MNH120	244	12	scaffold_687
atg4893	MNH120	244	606	scaffold_687
atg4894	MNH120	263	1220	scaffold_687
atg4895	MNH120	881	78	scaffold_687
atg4896	MNH120	696	2630	scaffold_687
atg4897	MNH120	377	6090	scaffold_687
atg4898	MNH120	238	5355	scaffold_687
atg4899	MNH120	238	2842	scaffold_687
atg4900	MNH120	745	954	scaffold_687
atg4901	MNH120	258	209	scaffold_687
atg4902	MNH120	258	712	scaffold_687
atg4903	MNH120	2990	944	scaffold_687
atg4904	MNH120	4767	62	scaffold_687
atg4663	MNH120	1664	643	scaffold_714
atg4664	MNH120	1664	3515	scaffold_714
atg4665	MNH120	173	6324	scaffold_714
atg4666	MNH120	134	8699	scaffold_714
atg4667	MNH120	134	9512	scaffold_714
atg4668	MNH120	822	10278	scaffold_714
atg4669	MNH120	1629	7062	scaffold_714
atg4670	MNH120	984	3397	scaffold_714
atg4671	MNH120	984	953	scaffold_714
atg273	MNH120	781	250	scaffold_69
atg274	MNH120	781	3204	scaffold_69
atg275	MNH120	347	5047	scaffold_69
atg276	MNH120	305	5973	scaffold_69
atg277	MNH120	305	6632	scaffold_69
atg278	MNH120	50	8457	scaffold_69
atg279	MNH120	50	9008	scaffold_69
atg280	MNH120	34	9999	scaffold_69
atg281	MNH120	34	11409	scaffold_69
atg282	MNH120	186	11955	scaffold_69
atg5112	MNH120	476	6	scaffold_684
atg5113	MNH120	193	166	scaffold_684
atg5114	MNH120	193	374	scaffold_684
atg5115	MNH120	383	183	scaffold_684
atg5116	MNH120	350	12	scaffold_684
atg5117	MNH120	350	643	scaffold_684
atg5118	MNH120	533	5554	scaffold_684
atg5119	MNH120	402	4395	scaffold_684
atg5120	MNH120	402	3696	scaffold_684
atg5121	MNH120	618	1257	scaffold_684
atg5122	MNH120	3580	2375	scaffold_684
atg5123	MNH120	1026	6522	scaffold_684
atg5124	MNH120	485	8166	scaffold_684
atg5125	MNH120	485	10544	scaffold_684
atg5126	MNH120	1616	6752	scaffold_684
atg5127	MNH120	699	3542	scaffold_684
atg5128	MNH120	699	2027	scaffold_684
atg5129	MNH120	782	279	scaffold_684
atg5130	MNH120	782	74	scaffold_684
atg5131	MNH120	763	136	scaffold_684
atg5132	MNH120	763	522	scaffold_684
atg5133	MNH120	548	319	scaffold_684
atg5134	MNH120	95	4119	scaffold_684
atg5135	MNH120	95	4793	scaffold_684
atg5136	MNH120	107	9636	scaffold_684
atg5137	MNH120	107	11424	scaffold_684
atg5138	MNH120	557	13505	scaffold_684
atg5139	MNH120	30	15127	scaffold_684
atg5140	MNH120	30	16371	scaffold_684
atg5141	MNH120	97	18249	scaffold_684
atg5142	MNH120	97	21334	scaffold_684
atg5143	MNH120	638	19878	scaffold_684
atg5144	MNH120	1621	15555	scaffold_684
atg5145	MNH120	236	12873	scaffold_684
atg5146	MNH120	236	11908	scaffold_684
atg5147	MNH120	1047	9694	scaffold_684
atg5148	MNH120	401	4211	scaffold_684
atg5149	MNH120	401	358	scaffold_684
atg5150	MNH120	801	227	scaffold_684
atg5151	MNH120	990	4014	scaffold_684
atg5152	MNH120	990	6345	scaffold_684
atg5153	MNH120	701	3430	scaffold_684
atg5154	MNH120	701	1396	scaffold_684
atg5155	MNH120	1782	415	scaffold_684
atg5156	MNH120	554	1978	scaffold_684
atg5157	MNH120	554	58	scaffold_684
atg5158	MNH120	573	1986	scaffold_684
atg5159	MNH120	573	4086	scaffold_684
atg5160	MNH120	1157	5	scaffold_684
atg5161	MNH120	177	2398	scaffold_684
atg5162	MNH120	177	3878	scaffold_684
atg5163	MNH120	101	5210	scaffold_684
atg5164	MNH120	101	5560	scaffold_684
atg5165	MNH120	332	4762	scaffold_684
atg5166	MNH120	332	1559	scaffold_684
atg5167	MNH120	1012	34	scaffold_684
atg5168	MNH120	1012	2209	scaffold_684
atg5169	MNH120	1371	4894	scaffold_684
atg5170	MNH120	1518	5485	scaffold_684
atg5171	MNH120	1206	409	scaffold_684
atg5172	MNH120	1206	194	scaffold_684
atg5173	MNH120	711	314	scaffold_684
atg5174	MNH120	482	394	scaffold_684
atg5175	MNH120	204	32	scaffold_684
atg5176	MNH120	204	763	scaffold_684
atg5177	MNH120	1504	138	scaffold_684
atg5178	MNH120	1504	580	scaffold_684
atg5179	MNH120	517	77	scaffold_684
atg5180	MNH120	517	1	scaffold_684
atg5181	MNH120	660	16	scaffold_684
atg5182	MNH120	543	100	scaffold_684
atg5183	MNH120	543	1	scaffold_684
atg5184	MNH120	167	25	scaffold_684
atg5185	MNH120	111	17	scaffold_684
atg5186	MNH120	111	1	scaffold_684
atg5187	MNH120	31	402	scaffold_684
atg5188	MNH120	31	447	scaffold_684
atg5189	MNH120	731	20	scaffold_684
atg5190	MNH120	395	32	scaffold_684
atg5191	MNH120	395	2	scaffold_684
atg5192	MNH120	718	2	scaffold_684
atg5193	MNH120	718	7	scaffold_684
atg5194	MNH120	1232	15	scaffold_684
atg5195	MNH120	424	63	scaffold_684
atg5196	MNH120	399	95	scaffold_684
atg5197	MNH120	399	29	scaffold_684
atg5198	MNH120	94	4	scaffold_684
atg5199	MNH120	94	12	scaffold_684
atg5200	MNH120	734	31	scaffold_684
atg5201	MNH120	823	24	scaffold_684
atg5202	MNH120	948	35	scaffold_684
atg5203	MNH120	1166	2	scaffold_684
atg5204	MNH120	2584	57	scaffold_684
atg5205	MNH120	593	229	scaffold_684
atg5206	MNH120	593	3	scaffold_684
atg5207	MNH120	2231	138	scaffold_684
atg5208	MNH120	3032	55	scaffold_684
atg5209	MNH120	1422	5	scaffold_684
atg5210	MNH120	327	1	scaffold_684
atg5211	MNH120	327	31	scaffold_684
atg5212	MNH120	654	42	scaffold_684
atg5213	MNH120	225	67	scaffold_684
atg5214	MNH120	225	104	scaffold_684
atg5215	MNH120	512	200	scaffold_684
atg5216	MNH120	512	31	scaffold_684
atg5217	MNH120	970	98	scaffold_684
atg940	MNH120	521	190	scaffold_122
atg941	MNH120	521	88	scaffold_122
atg942	MNH120	49	108	scaffold_122
atg943	MNH120	49	157	scaffold_122
atg944	MNH120	111	12	scaffold_122
atg945	MNH120	984	355	scaffold_122
atg946	MNH120	954	31	scaffold_122
atg947	MNH120	94	48	scaffold_122
atg948	MNH120	94	12	scaffold_122
atg949	MNH120	117	6	scaffold_122
atg950	MNH120	148	1	scaffold_122
atg951	MNH120	148	15	scaffold_122
atg952	MNH120	618	45	scaffold_122
atg953	MNH120	52	112	scaffold_122
atg954	MNH120	52	40	scaffold_122
atg955	MNH120	500	199	scaffold_122
atg956	MNH120	500	55	scaffold_122
atg957	MNH120	1655	69	scaffold_122
atg3576	MNH120	527	442	scaffold_301
atg3577	MNH120	527	2447	scaffold_301
atg3578	MNH120	1768	527	scaffold_301
atg3579	MNH120	762	659	scaffold_301
atg3580	MNH120	762	1059	scaffold_301
atg3581	MNH120	2395	63	scaffold_301
atg3582	MNH120	2395	1097	scaffold_301
atg3583	MNH120	12612	144	scaffold_301
atg3584	MNH120	332	12	scaffold_301
atg3585	MNH120	284	1584	scaffold_301
atg3586	MNH120	284	1344	scaffold_301
atg3587	MNH120	1093	73	scaffold_301
atg3588	MNH120	1093	1508	scaffold_301
atg3589	MNH120	695	5146	scaffold_301
atg3590	MNH120	328	3223	scaffold_301
atg3591	MNH120	328	1555	scaffold_301
atg3592	MNH120	531	593	scaffold_301
atg3593	MNH120	531	12	scaffold_301
atg3594	MNH120	128	529	scaffold_301
atg3595	MNH120	128	250	scaffold_301
atg3596	MNH120	82	2200	scaffold_301
atg3597	MNH120	82	481	scaffold_301
atg3598	MNH120	372	1978	scaffold_301
atg3599	MNH120	344	3154	scaffold_301
atg3600	MNH120	344	5420	scaffold_301
atg3601	MNH120	128	8531	scaffold_301
atg3602	MNH120	128	11994	scaffold_301
atg3603	MNH120	1301	16248	scaffold_301
atg3604	MNH120	193	21489	scaffold_301
atg3605	MNH120	193	19372	scaffold_301
atg3606	MNH120	972	14771	scaffold_301
atg3607	MNH120	836	13331	scaffold_301
atg3608	MNH120	822	9369	scaffold_301
atg3609	MNH120	822	7055	scaffold_301
atg3610	MNH120	793	5003	scaffold_301
atg3611	MNH120	267	3115	scaffold_301
atg3612	MNH120	267	111	scaffold_301
atg3613	MNH120	1032	25	scaffold_301
atg3614	MNH120	1032	1334	scaffold_301
atg3615	MNH120	2642	461	scaffold_301
atg3616	MNH120	389	3506	scaffold_301
atg3617	MNH120	389	2559	scaffold_301
atg3618	MNH120	2950	775	scaffold_301
atg3619	MNH120	854	996	scaffold_301
atg3620	MNH120	563	2503	scaffold_301
atg3621	MNH120	563	3945	scaffold_301
atg3622	MNH120	1939	1554	scaffold_301
atg3623	MNH120	2798	963	scaffold_301
atg3624	MNH120	192	6169	scaffold_301
atg3625	MNH120	192	4062	scaffold_301
atg3626	MNH120	170	2637	scaffold_301
atg3627	MNH120	170	2188	scaffold_301
atg3628	MNH120	1159	991	scaffold_301
atg3629	MNH120	1159	2665	scaffold_301
atg3630	MNH120	163	3366	scaffold_301
atg3631	MNH120	163	2632	scaffold_301
atg3632	MNH120	155	1763	scaffold_301
atg3633	MNH120	155	51	scaffold_301
atg3634	MNH120	741	81	scaffold_301
atg3635	MNH120	268	210	scaffold_301
atg3636	MNH120	268	478	scaffold_301
atg3637	MNH120	388	2293	scaffold_301
atg3638	MNH120	461	4119	scaffold_301
atg3639	MNH120	256	3990	scaffold_301
atg3640	MNH120	256	2214	scaffold_301
atg3641	MNH120	631	174	scaffold_301
atg3642	MNH120	631	66	scaffold_301
atg3643	MNH120	19072	297	scaffold_301
atg3644	MNH120	325	2323	scaffold_301
atg3645	MNH120	325	2577	scaffold_301
atg3646	MNH120	1052	252	scaffold_301
atg2815	MNH120	1128	612	scaffold_149
atg2816	MNH120	52	3187	scaffold_149
atg2817	MNH120	52	2829	scaffold_149
atg2818	MNH120	765	572	scaffold_149
atg2819	MNH120	331	324	scaffold_149
atg2820	MNH120	331	1696	scaffold_149
atg2821	MNH120	745	4232	scaffold_149
atg2822	MNH120	405	1935	scaffold_149
atg2823	MNH120	405	114	scaffold_149
atg2824	MNH120	3777	1343	scaffold_149
atg2825	MNH120	864	6304	scaffold_149
atg2826	MNH120	864	9103	scaffold_149
atg2827	MNH120	884	13774	scaffold_149
atg2828	MNH120	1169	15826	scaffold_149
atg2829	MNH120	196	18030	scaffold_149
atg2830	MNH120	196	19576	scaffold_149
atg2831	MNH120	1245	21577	scaffold_149
atg2832	MNH120	793	15954	scaffold_149
atg2833	MNH120	793	12055	scaffold_149
atg2834	MNH120	676	6992	scaffold_149
atg2835	MNH120	407	5567	scaffold_149
atg2836	MNH120	407	4391	scaffold_149
atg2837	MNH120	532	3057	scaffold_149
atg2838	MNH120	532	647	scaffold_149
atg2839	MNH120	761	1127	scaffold_149
atg2840	MNH120	761	2212	scaffold_149
atg2841	MNH120	1376	6010	scaffold_149
atg2842	MNH120	521	1656	scaffold_149
atg2843	MNH120	521	709	scaffold_149
atg2844	MNH120	1051	644	scaffold_149
atg2845	MNH120	1051	58	scaffold_149
atg2846	MNH120	3684	378	scaffold_149
atg2847	MNH120	448	281	scaffold_149
atg2848	MNH120	448	2211	scaffold_149
atg2849	MNH120	1621	191	scaffold_149
atg2850	MNH120	1174	95	scaffold_149
atg2851	MNH120	476	1009	scaffold_149
atg2852	MNH120	476	2909	scaffold_149
atg2853	MNH120	336	2350	scaffold_149
atg2854	MNH120	336	942	scaffold_149
atg2855	MNH120	154	15	scaffold_149
atg2856	MNH120	154	83	scaffold_149
atg2857	MNH120	1258	406	scaffold_149
atg2858	MNH120	647	794	scaffold_149
atg2859	MNH120	647	2021	scaffold_149
atg2860	MNH120	1331	1377	scaffold_149
atg2861	MNH120	582	31	scaffold_149
atg2862	MNH120	582	374	scaffold_149
atg2863	MNH120	889	544	scaffold_149
atg2864	MNH120	5594	68	scaffold_149
atg2865	MNH120	51	1953	scaffold_149
atg2866	MNH120	51	1299	scaffold_149
atg2867	MNH120	515	823	scaffold_149
atg2868	MNH120	515	2571	scaffold_149
atg2869	MNH120	1065	1123	scaffold_149
atg2870	MNH120	671	58	scaffold_149
atg2871	MNH120	439	19	scaffold_149
atg2872	MNH120	439	1568	scaffold_149
atg2873	MNH120	61	6335	scaffold_149
atg2874	MNH120	61	5312	scaffold_149
atg2875	MNH120	1983	123	scaffold_149
atg2876	MNH120	1262	1820	scaffold_149
atg2877	MNH120	509	4022	scaffold_149
atg2878	MNH120	509	673	scaffold_149
atg2879	MNH120	531	1771	scaffold_149
atg2880	MNH120	531	3604	scaffold_149
atg2881	MNH120	1211	6138	scaffold_149
atg2882	MNH120	231	4149	scaffold_149
atg2883	MNH120	231	1242	scaffold_149
atg2884	MNH120	61	95	scaffold_149
atg2885	MNH120	61	66	scaffold_149
atg2886	MNH120	252	132	scaffold_149
atg2887	MNH120	340	9	scaffold_149
atg2888	MNH120	340	43	scaffold_149
atg66	MNH120	306	253	scaffold_43
atg67	MNH120	306	38	scaffold_43
atg5103	MNH120	1365	155	scaffold_728
atg5104	MNH120	1365	960	scaffold_728
atg5105	MNH120	567	2334	scaffold_728
atg5106	MNH120	567	4846	scaffold_728
atg5107	MNH120	1015	6851	scaffold_728
atg5108	MNH120	408	8781	scaffold_728
atg5109	MNH120	408	7229	scaffold_728
atg5110	MNH120	780	4045	scaffold_728
atg5111	MNH120	780	2230	scaffold_728
atg114	MNH120	539	22	scaffold_45
atg115	MNH120	519	128	scaffold_45
atg116	MNH120	519	10	scaffold_45
atg117	MNH120	1675	6	scaffold_45
atg118	MNH120	1886	32	scaffold_45
atg119	MNH120	749	64	scaffold_45
atg120	MNH120	749	68	scaffold_45
atg121	MNH120	3050	5	scaffold_45
atg122	MNH120	1280	53	scaffold_45
atg123	MNH120	1266	26	scaffold_45
atg124	MNH120	1235	50	scaffold_45
atg125	MNH120	336	5	scaffold_45
atg126	MNH120	110	34	scaffold_45
atg127	MNH120	110	7	scaffold_45
atg128	MNH120	988	18	scaffold_45
atg129	MNH120	833	5	scaffold_45
atg130	MNH120	66	1	scaffold_45
atg131	MNH120	66	20	scaffold_45
atg132	MNH120	1201	8	scaffold_45
atg133	MNH120	1201	70	scaffold_45
atg134	MNH120	1800	57	scaffold_45
atg135	MNH120	1800	13	scaffold_45
atg1338	MNH120	684	75	scaffold_92
atg1339	MNH120	429	6	scaffold_92
atg1340	MNH120	336	55	scaffold_92
atg1341	MNH120	336	208	scaffold_92
atg1342	MNH120	620	1	scaffold_92
atg1343	MNH120	620	180	scaffold_92
atg1344	MNH120	700	115	scaffold_92
atg1345	MNH120	392	48	scaffold_92
atg1346	MNH120	392	25	scaffold_92
atg1347	MNH120	8242	84	scaffold_92
atg1348	MNH120	733	29	scaffold_92
atg1349	MNH120	733	32	scaffold_92
atg1350	MNH120	492	9	scaffold_92
atg1351	MNH120	492	45	scaffold_92
atg1352	MNH120	1102	22	scaffold_92
atg1353	MNH120	90	3	scaffold_92
atg1354	MNH120	90	35	scaffold_92
atg1355	MNH120	98	46	scaffold_92
atg1356	MNH120	71	92	scaffold_92
atg1357	MNH120	71	153	scaffold_92
atg1358	MNH120	954	172	scaffold_92
atg1359	MNH120	954	18	scaffold_92
atg1360	MNH120	2905	5	scaffold_92
atg1361	MNH120	1195	11	scaffold_92
atg1362	MNH120	190	32	scaffold_92
atg1363	MNH120	190	40	scaffold_92
atg1364	MNH120	1249	43	scaffold_92
atg1365	MNH120	234	193	scaffold_92
atg1366	MNH120	234	14	scaffold_92
atg1367	MNH120	179	7	scaffold_92
atg1368	MNH120	31	26	scaffold_92
atg1369	MNH120	31	55	scaffold_92
atg1370	MNH120	9766	34	scaffold_92
atg1371	MNH120	1014	2	scaffold_92
atg1372	MNH120	1014	9	scaffold_92
atg1373	MNH120	4101	32	scaffold_92
atg1374	MNH120	483	68	scaffold_92
atg1375	MNH120	483	73	scaffold_92
atg1376	MNH120	1263	233	scaffold_92
atg1377	MNH120	1263	3	scaffold_92
atg1378	MNH120	608	3270	scaffold_92
atg1379	MNH120	510	2745	scaffold_92
atg1380	MNH120	510	97	scaffold_92
atg1381	MNH120	1322	737	scaffold_92
atg1382	MNH120	1877	1095	scaffold_92
atg1383	MNH120	942	573	scaffold_92
atg1384	MNH120	145	2622	scaffold_92
atg1385	MNH120	51	2006	scaffold_92
atg1386	MNH120	51	187	scaffold_92
atg1387	MNH120	965	916	scaffold_92
atg1388	MNH120	1031	29	scaffold_92
atg7706	MNH120	2554	517	scaffold_416
atg7707	MNH120	397	1330	scaffold_416
atg7708	MNH120	397	232	scaffold_416
atg7709	MNH120	1604	13	scaffold_416
atg7710	MNH120	1604	556	scaffold_416
atg7711	MNH120	23	9	scaffold_416
atg7712	MNH120	23	446	scaffold_416
atg7713	MNH120	390	3042	scaffold_416
atg7714	MNH120	390	737	scaffold_416
atg7715	MNH120	1097	302	scaffold_416
atg7716	MNH120	581	3373	scaffold_416
atg7717	MNH120	216	6668	scaffold_416
atg7718	MNH120	216	5585	scaffold_416
atg7719	MNH120	302	4632	scaffold_416
atg7720	MNH120	375	3260	scaffold_416
atg7721	MNH120	985	537	scaffold_416
atg7722	MNH120	660	427	scaffold_416
atg7723	MNH120	657	1586	scaffold_416
atg7724	MNH120	657	2578	scaffold_416
atg437	MNH120	598	17	scaffold_90
atg438	MNH120	172	75	scaffold_90
atg439	MNH120	124	24	scaffold_90
atg440	MNH120	124	116	scaffold_90
atg441	MNH120	209	97	scaffold_90
atg442	MNH120	1111	26	scaffold_90
atg443	MNH120	92	114	scaffold_90
atg444	MNH120	92	143	scaffold_90
atg445	MNH120	1437	29	scaffold_90
atg446	MNH120	3758	29	scaffold_90
atg653	MNH120	1441	3769	scaffold_121
atg654	MNH120	1441	549	scaffold_121
atg655	MNH120	822	1686	scaffold_121
atg656	MNH120	597	1840	scaffold_121
atg657	MNH120	597	190	scaffold_121
atg658	MNH120	693	196	scaffold_121
atg659	MNH120	846	494	scaffold_121
