isolate	length	scaffold
I37A	179559	NODE_19069_length_180060_cov_10.920643
I37A	293557	NODE_18983_length_295021_cov_11.461767
I37A	430034	NODE_14687_length_430947_cov_11.350531
I37A	152025	NODE_19315_length_152429_cov_10.942130
I37A	493125	NODE_14533_length_494464_cov_11.278180
I37A	318954	NODE_18502_length_319650_cov_11.414529
I37A	317050	NODE_8667_length_317788_cov_11.058325
I37A	98841	NODE_8008_length_99225_cov_10.953833
I37A	172729	NODE_19372_length_173328_cov_12.069816
I37A	102786	NODE_11996_length_103085_cov_11.103584
I37A	37796	NODE_11884_length_37703_cov_12.080684
I37A	373666	NODE_9419_length_375045_cov_11.279591
I37A	123100	NODE_7324_length_123354_cov_11.228197
I37A	188005	NODE_6973_length_188836_cov_11.905760
I37A	116170	NODE_5445_length_116853_cov_11.262330
I37A	497530	NODE_19470_length_500549_cov_11.426100
I37A	105333	NODE_6753_length_105631_cov_11.462383
I37A	63287	NODE_8445_length_63509_cov_11.480546
I37A	66048	NODE_7774_length_66088_cov_11.252799
I37A	191729	NODE_17349_length_192417_cov_12.026328
I37A	235104	NODE_8103_length_235829_cov_11.542706
I37A	186454	NODE_14241_length_186957_cov_11.631872
I37A	122011	NODE_12384_length_122763_cov_11.155315
I37A	75654	NODE_14651_length_75806_cov_11.527571
I37A	3831	NODE_3058_length_3709_cov_9.929091
I37A	1238	NODE_2531_length_1116_cov_6.005376
I37A	247603	NODE_8072_length_248878_cov_11.005577
I37A	50902	NODE_14556_length_51182_cov_11.604334
I37A	84596	NODE_2192_length_84719_cov_10.910398
I37A	257434	NODE_33632_length_258284_cov_11.472549
I37A	719467	NODE_27719_length_721888_cov_11.178403
I37A	4298	NODE_2188_length_4176_cov_11.309148
I37A	89232	NODE_12110_length_89328_cov_11.475763
I37A	487077	NODE_3606_length_488207_cov_11.537944
I37A	373822	NODE_9721_length_374844_cov_11.091881
I37A	80008	NODE_7325_length_80005_cov_12.207999
I37A	70940	NODE_6984_length_71272_cov_10.869093
I37A	4027	NODE_2600_length_3905_cov_11.420231
I37A	98780	NODE_30828_length_99253_cov_12.096531
I37A	31334	NODE_8135_length_31537_cov_10.625583
I37A	436559	NODE_14337_length_438012_cov_11.214718
I37A	206171	NODE_13163_length_206971_cov_11.232680
I37A	183779	NODE_5772_length_184597_cov_11.514088
I37A	57299	NODE_19979_length_57447_cov_10.601180
I37A	269233	NODE_13080_length_269736_cov_11.114649
I37A	123073	NODE_19440_length_123118_cov_12.136016
I37A	1199	NODE_3835_length_1077_cov_7.890436
I37A	251691	NODE_17617_length_252214_cov_11.426935
I37A	212938	NODE_8136_length_214005_cov_11.175000
I37A	187817	NODE_6103_length_188621_cov_10.734366
I37A	294686	NODE_4520_length_295731_cov_11.281239
I37A	200234	NODE_12682_length_201168_cov_11.071930
I37A	379172	NODE_17743_length_380529_cov_11.340623
I37A	504188	NODE_3481_length_506131_cov_11.246165
I37A	303726	NODE_12951_length_304877_cov_11.444278
I37A	65287	NODE_7706_length_65513_cov_11.537405
I37A	109515	NODE_19150_length_109840_cov_11.314094
I37A	585495	NODE_19845_length_588135_cov_11.192974
I37A	189236	NODE_7873_length_189966_cov_11.405272
I37A	231878	NODE_6995_length_232738_cov_11.475857
I37A	213342	NODE_13642_length_214087_cov_11.242206
I37A	96100	NODE_12330_length_96180_cov_11.401798
I37A	573014	NODE_7019_length_573780_cov_11.682375
I37A	90151	NODE_13783_length_90709_cov_11.184337
I37A	137105	NODE_25956_length_137318_cov_11.778638
I37A	57912	NODE_8456_length_58246_cov_10.311369
I37A	84527	NODE_14496_length_84690_cov_11.486067
I37A	183209	NODE_7400_length_183817_cov_11.949379
I37A	176880	NODE_14619_length_177393_cov_11.362579
I37A	74487	NODE_6812_length_74616_cov_11.629289
I37A	742508	NODE_14433_length_745414_cov_11.335069
I37A	213138	NODE_1170_length_213665_cov_11.240985
I37A	363988	NODE_14610_length_365452_cov_11.137427
I37A	234316	NODE_13864_length_235360_cov_11.305511
I37A	121596	NODE_12245_length_122124_cov_11.014993
I37A	123526	NODE_12229_length_123904_cov_10.870198
I37A	201529	NODE_10426_length_201556_cov_11.123713
I37A	40326	NODE_9369_length_40427_cov_11.777772
I37A	88605	NODE_5372_length_88958_cov_11.010252
I37A	160940	NODE_10916_length_161986_cov_10.941785
I37A	247149	NODE_19396_length_247860_cov_11.331953
I37A	65113	NODE_2683_length_64993_cov_10.928885
I37A	152982	NODE_18870_length_153709_cov_11.255769
I37A	67406	NODE_13189_length_67682_cov_12.167696
I37A	54584	NODE_14589_length_54691_cov_11.295368
I37A	90832	NODE_8985_length_90889_cov_11.047387
I37A	52238	NODE_14171_length_52083_cov_11.621354
I37A	221980	NODE_12242_length_222795_cov_11.879360
I37A	205639	NODE_28501_length_206587_cov_11.520105
I37A	60993	NODE_8674_length_60965_cov_11.107406
I37A	540408	NODE_14310_length_542852_cov_11.382585
I37A	9022	NODE_8284_length_8900_cov_5.725618
I37A	577562	NODE_13270_length_579734_cov_11.236391
I37A	177952	NODE_22504_length_178757_cov_11.203936
I37A	182746	NODE_8534_length_183401_cov_11.175196
I37A	239527	NODE_22011_length_240752_cov_11.596813
I37A	79694	NODE_15440_length_80138_cov_11.382402
I37A	47629	NODE_8345_length_47668_cov_11.300516
I37A	323024	NODE_14189_length_323814_cov_11.177055
I37A	112374	NODE_3505_length_112724_cov_11.029382
I37A	74290	NODE_18266_length_74583_cov_10.611801
I37A	380701	NODE_5119_length_381725_cov_11.358090
I37A	196934	NODE_6289_length_197376_cov_11.610950
I37A	148400	NODE_1847_length_148937_cov_11.686143
I37A	363339	NODE_25588_length_364408_cov_11.822693
I37A	328708	NODE_22793_length_329972_cov_11.218312
I37A	261836	NODE_13839_length_262843_cov_11.490129
I37A	242179	NODE_14424_length_243199_cov_11.077192
I37A	70508	NODE_7598_length_70983_cov_11.017455
I37A	81533	NODE_6393_length_81416_cov_13.060725
I37A	294524	NODE_14652_length_295923_cov_11.499332
I37A	49948	NODE_364_length_49826_cov_11.432886
I37A	361523	NODE_3973_length_362591_cov_11.812367
I37A	263204	NODE_11604_length_264929_cov_11.599198
I37A	91340	NODE_7677_length_91532_cov_10.812787
I37A	87434	NODE_13151_length_87508_cov_11.213055
I37A	41008	NODE_5045_length_41197_cov_10.785955
I37A	407802	NODE_10344_length_408701_cov_11.519326
I37A	48820	NODE_12336_length_48924_cov_11.254354
I37A	8877	NODE_1719_length_8755_cov_10.073443
I37A	458229	NODE_14881_length_460703_cov_11.370750
I37A	88863	NODE_23116_length_89341_cov_11.043519
I37A	63184	NODE_10525_length_63789_cov_10.494725
I37A	76586	NODE_8098_length_76896_cov_10.563345
I37A	61935	NODE_9374_length_62192_cov_11.057323
I37A	118179	NODE_14110_length_118527_cov_11.638091
I37A	66627	NODE_7912_length_66828_cov_11.929805
I37A	99849	NODE_13902_length_100047_cov_11.060851
I37A	485346	NODE_18406_length_487509_cov_11.792896
I37A	51347	NODE_6627_length_51242_cov_10.935170
I37A	74141	NODE_6833_length_74308_cov_11.505261
I37A	140609	NODE_18134_length_140773_cov_11.834151
I37A	23151	NODE_28674_length_22985_cov_10.546748
I37A	53178	NODE_3356_length_53188_cov_11.573720
I37A	82521	NODE_6959_length_82745_cov_10.901952
I37A	52349	NODE_983_length_52585_cov_10.892879
I37A	300345	NODE_8509_length_300977_cov_11.048844
I37A	132479	NODE_8355_length_132832_cov_11.311311
I37A	182848	NODE_8302_length_183522_cov_11.285230
I37A	33976	NODE_25184_length_34049_cov_11.440952
I37A	449521	NODE_19705_length_450820_cov_11.154088
I37A	67859	NODE_19320_length_67919_cov_11.187576
I37A	479408	NODE_6526_length_481362_cov_11.130741
I37A	24627	NODE_8331_length_24590_cov_11.108906
I37A	38484	NODE_8166_length_38788_cov_11.528901
I37A	186910	NODE_14628_length_187530_cov_11.037994
I37A	129090	NODE_16535_length_129310_cov_11.557180
I37A	17312	NODE_154_length_17190_cov_10.938976
I37A	91506	NODE_13763_length_91970_cov_11.048984
I37A	62474	NODE_13885_length_62764_cov_11.215219
I37A	1039124	NODE_18108_length_1043166_cov_11.219538
I37A	11082	NODE_5526_length_10999_cov_12.813165
I37A	78691	NODE_1160_length_78687_cov_12.443352
I37A	185420	NODE_10428_length_186016_cov_11.674060
I37A	10634	NODE_8252_length_10608_cov_10.677791
I37A	586410	NODE_5462_length_588890_cov_11.529943
I37A	207294	NODE_25809_length_208448_cov_11.631692
I37A	215273	NODE_8353_length_215802_cov_11.407809
I37A	31342	NODE_25413_length_31303_cov_11.523784
I37A	118008	NODE_8401_length_118228_cov_10.866919
I37A	137709	NODE_26903_length_138151_cov_11.864706
I37A	277961	NODE_1471_length_279392_cov_11.011178
I37A	395226	NODE_12272_length_396828_cov_11.383252
I37A	73933	NODE_30095_length_73970_cov_11.216264
I37A	72903	NODE_298_length_73025_cov_11.836165
I37A	207252	NODE_1813_length_207848_cov_12.149499
I37A	582059	NODE_9237_length_583923_cov_11.097785
I37A	343504	NODE_1664_length_344258_cov_11.595016
I37A	61548	NODE_8334_length_61849_cov_11.850523
I37A	199982	NODE_14215_length_200616_cov_11.237413
I37A	139707	NODE_11576_length_139850_cov_11.686507
I37A	115609	NODE_5426_length_115835_cov_11.335227
I37A	175350	NODE_4654_length_175960_cov_11.807183
I37A	33822	NODE_20088_length_33900_cov_11.488200
I37A	154540	NODE_11071_length_154740_cov_11.448610
I37A	196108	NODE_24863_length_196863_cov_11.244195
I37A	317029	NODE_19292_length_318344_cov_11.137452
I37A	98772	NODE_5061_length_99422_cov_11.359257
I37A	141213	NODE_14718_length_141616_cov_11.638995
I37A	108592	NODE_512_length_109490_cov_11.011316
I37A	37434	NODE_8555_length_37414_cov_10.932993
I37A	63177	NODE_14373_length_63092_cov_11.631063
I37A	71205	NODE_6518_length_71239_cov_11.512472
I37A	3199	NODE_32_length_3077_cov_420.462463
I37A	197352	NODE_30274_length_197787_cov_11.487510
I37A	308019	NODE_22041_length_309356_cov_11.374326
I37A	2933	NODE_158_length_2811_cov_453.687653
I37A	568719	NODE_5357_length_570648_cov_11.315937
I37A	50168	NODE_20364_length_50258_cov_11.725716
I37A	40063	NODE_22623_length_40296_cov_9.855395
I37A	556311	NODE_4516_length_558665_cov_11.131091
I37A	70023	NODE_23075_length_70148_cov_11.467525
I37A	179255	NODE_3626_length_180322_cov_11.984855
I37A	51120	NODE_478_length_51477_cov_11.575247
I37A	226148	NODE_7608_length_227100_cov_11.961259
I37A	351800	NODE_17925_length_353012_cov_11.909286
I37A	147435	NODE_12609_length_147521_cov_11.140753
I37A	144479	NODE_17982_length_144905_cov_10.901238
I37A	103195	NODE_7376_length_103509_cov_11.583930
I37A	40128	NODE_12275_length_40168_cov_10.956259
I37A	60776	NODE_5040_length_60930_cov_11.001937
I37A	215965	NODE_17037_length_216630_cov_11.349929
I37A	136458	NODE_9621_length_136854_cov_11.414267
I37A	106961	NODE_14665_length_107042_cov_12.004167
I37A	257609	NODE_8200_length_258266_cov_11.378839
I37A	130892	NODE_7407_length_131448_cov_11.344007
I37A	87133	NODE_3830_length_87260_cov_11.064577
I37A	230468	NODE_12160_length_231404_cov_11.101554
I37A	130566	NODE_14549_length_131116_cov_12.202638
I37A	37015	NODE_17530_length_37299_cov_11.206119
I37A	252229	NODE_15047_length_253329_cov_11.316600
I37A	192704	NODE_23022_length_193225_cov_11.125709
I37A	593614	NODE_21139_length_595358_cov_11.697004
I37A	143859	NODE_11456_length_144235_cov_11.805040
I37A	27421	NODE_18710_length_27414_cov_11.587328
I37A	53745	NODE_13971_length_53756_cov_11.123986
I37A	58945	NODE_8650_length_59130_cov_11.271842
I37A	117910	NODE_1202_length_117909_cov_12.024578
I37A	415221	NODE_7992_length_416351_cov_11.340235
I37A	93596	NODE_8094_length_94359_cov_10.465742
I37A	86973	NODE_8529_length_87095_cov_11.951168
I37A	31467	NODE_8435_length_31325_cov_12.112307
I37A	28156	NODE_96_length_28034_cov_10.845366
I37A	14213	NODE_1252_length_14098_cov_11.762448
I37A	124619	NODE_8502_length_124859_cov_11.099800
I37A	148302	NODE_14109_length_148765_cov_11.099351
I37A	246146	NODE_7538_length_246696_cov_11.381275
I37A	84548	NODE_7755_length_84765_cov_11.545980
I37A	87668	NODE_21971_length_87925_cov_11.893443
I37A	1058651	NODE_28325_length_1062677_cov_11.556614
I37A	579230	NODE_19390_length_580546_cov_11.549314
I37A	87585	NODE_10468_length_87810_cov_11.052546
I37A	25878	NODE_12417_length_25845_cov_11.687406
I37A	67307	NODE_17879_length_67469_cov_10.961093
I37A	448601	NODE_14674_length_449662_cov_11.365942
I37A	238220	NODE_14301_length_238642_cov_11.294847
I37A	175235	NODE_18665_length_175480_cov_11.939748
I37A	844406	NODE_17692_length_847568_cov_11.410942
I37A	119422	NODE_12690_length_119593_cov_11.443855
I37A	69385	NODE_10299_length_69743_cov_11.138293
I37A	80776	NODE_12878_length_81304_cov_11.097055
I37A	78427	NODE_15659_length_79105_cov_11.834068
I37A	391348	NODE_16176_length_392485_cov_11.842272
I37A	2424	NODE_3967_length_2302_cov_10.513032
I37A	64827	NODE_14051_length_64878_cov_10.752644
I37A	214272	NODE_8609_length_214823_cov_10.840068
I37A	163370	NODE_17580_length_163904_cov_11.363078
I37A	515545	NODE_18511_length_517058_cov_11.515347
I37A	155379	NODE_7316_length_156049_cov_11.246570
I37A	319506	NODE_18354_length_320154_cov_11.190605
I37A	8915	NODE_524_length_8793_cov_10.958831
I37A	439380	NODE_8505_length_440856_cov_11.486630
I37A	186239	NODE_12733_length_186865_cov_11.216857
B04	26622	B04S500
B04	107012	B04S191
B04	478526	B04S5
B04	468298	B04S6
B04	66034	B04S288
B04	30111	B04S470
B04	25351	B04S513
B04	71865	B04S270
B04	172268	B04S85
B04	119692	B04S163
B04	59877	B04S301
B04	131317	B04S145
B04	131192	B04S147
B04	83423	B04S241
B04	36682	B04S403
B04	20882	B04S565
B04	37348	B04S399
B04	38467	B04S390
B04	336497	B04S15
B04	165854	B04S92
B04	138266	B04S132
B04	42663	B04S367
B04	186180	B04S73
B04	93666	B04S219
B04	258932	B04S31
B04	47520	B04S343
B04	43050	B04S364
B04	34393	B04S422
B04	110111	B04S187
B04	95981	B04S211
B04	171279	B04S86
B04	101947	B04S201
B04	233040	B04S44
B04	55146	B04S313
B04	230566	B04S46
B04	2171	B04S1098
B04	130877	B04S148
B04	241162	B04S38
B04	132413	B04S142
B04	174947	B04S81
B04	132710	B04S140
B04	133588	B04S138
B04	78937	B04S255
B04	161750	B04S99
B04	94350	B04S215
B04	113627	B04S180
B04	20233	B04S574
B04	79270	B04S252
B04	25532	B04S510
B04	52674	B04S321
B04	61590	B04S297
B04	40281	B04S380
B04	210335	B04S58
B04	195392	B04S66
B04	114113	B04S178
B04	91762	B04S223
B04	64488	B04S291
B04	41815	B04S373
B04	23881	B04S527
B04	99402	B04S209
B04	134486	B04S137
B04	46580	B04S348
B04	35913	B04S410
B04	121784	B04S161
B04	237073	B04S41
B04	166529	B04S90
B04	306591	B04S18
B04	161381	B04S101
B04	157884	B04S106
B04	263849	B04S29
B04	94307	B04S216
B04	93793	B04S218
B04	31712	B04S451
B04	41850	B04S372
B04	188460	B04S71
B04	239029	B04S40
B04	31814	B04S450
B04	115973	B04S173
B04	92809	B04S221
B04	155900	B04S107
B04	103026	B04S217
B04	84965	B04S235
B04	146844	B04S121
B04	73617	B04S264
B04	72345	B04S268
B04	392435	B04S9
B04	101692	B04S202
B04	131357	B04S144
B04	85720	B04S233
B04	15635	B04S633
B04	256617	B04S32
B04	154194	B04S109
B04	145597	B04S123
B04	87068	B04S232
B04	46080	B04S351
B04	105784	B04S192
B04	121364	B04S162
B04	88825	B04S228
B04	67247	B04S287
B04	215987	B04S52
B04	69475	B04S277
B04	357938	B04S12
B04	29551	B04S476
B04	84806	B04S237
B04	110994	B04S186
B04	149743	B04S118
B04	12412	B04S695
B04	354390	B04S13
B04	65237	B04S290
B04	70219	B04S274
B04	39020	B04S386
B04	23135	B04S536
B04	112388	B04S183
B04	164511	B04S95
B04	614813	B04S2
B04	90240	B04S226
B04	90995	B04S224
B04	117610	B04S167
B04	227528	B04S48
B04	117675	B04S166
B04	149774	B04S117
B04	563959	B04S3
B04	37400	B04S397
B04	56161	B04S312
B04	105111	B04S194
B04	76544	B04S260
B04	38786	B04S388
B04	282464	B04S24
B04	180624	B04S76
B04	142985	B04S128
B04	163522	B04S96
B04	118660	B04S164
B04	246203	B04S36
B04	132709	B04S141
B04	115012	B04S176
B04	111428	B04S185
B04	71989	B04S269
B04	294460	B04S20
B04	84568	B04S238
B04	14431	B04S655
B04	79067	B04S253
B04	103946	B04S198
B04	104539	B04S197
B04	62095	B04S294
B04	139147	B04S131
B04	158162	B04S104
B04	130437	B04S149
B04	108066	B04S189
B04	1154	B04S1388
B04	56170	B04S311
B04	370035	B04S10
B04	245597	B04S37
B04	20548	B04S568
B04	175892	B04S80
B04	124721	B04S155
B04	117718	B04S165
B04	33344	B04S433
B04	36216	B04S406
B04	45773	B04S354
B04	1275	B04S1307
B04	125984	B04S154
B04	65419	B04S289
B04	280350	B04S25
B04	69953	B04S275
B04	39937	B04S382
B04	150344	B04S115
B04	134592	B04S136
B04	35504	B04S413
B04	116586	B04S171
B04	80255	B04S247
B04	213729	B04S53
B04	240557	B04S39
B04	34305	B04S423
B04	167076	B04S89
B04	155134	B04S108
B04	34284	B04S424
B04	14367	B04S656
B04	285283	B04S22
B04	101073	B04S204
B04	23146	B04S534
B04	104567	B04S196
B04	76823	B04S259
B04	159552	B04S103
B04	11694	B04S710
B04	433287	B04S7
B04	100596	B04S206
B04	117230	B04S169
B04	49251	B04S335
B04	100203	B04S207
B04	26928	B04S496
B04	68153	B04S285
B04	208632	B04S59
B04	111646	B04S184
B04	69904	B04S276
B04	82824	B04S242
B04	92016	B04S250
B04	145380	B04S125
B04	82043	B04S245
B04	39459	B04S383
B04	31061	B04S456
B04	42665	B04S366
B04	25313	B04S514
B04	28661	B04S482
B04	21988	B04S554
B04	56760	B04S308
B04	149997	B04S116
B04	123650	B04S157
B04	51224	B04S325
B04	146211	B04S122
B04	256458	B04S33
B04	61317	B04S298
B04	33648	B04S430
B04	19863	B04S582
B04	233898	B04S43
B04	81511	B04S246
B04	273355	B04S27
B04	114867	B04S177
B04	57359	B04S307
B04	99662	B04S208
B04	84338	B04S240
B04	35772	B04S412
B04	24465	B04S521
B04	152090	B04S114
B04	88104	B04S231
B04	49574	B04S333
B04	230182	B04S47
B04	284327	B04S23
B04	1626	B04S1160
B04	88672	B04S230
B04	758575	B04S1
B04	44264	B04S359
B04	129462	B04S152
B04	154035	B04S110
B04	51235	B04S324
B04	166226	B04S91
B04	42899	B04S365
B04	34138	B04S426
B04	76988	B04S257
B04	212611	B04S54
B04	68401	B04S284
B04	211958	B04S55
B04	32743	B04S440
B04	192854	B04S68
B04	46613	B04S347
B04	173445	B04S84
B04	142341	B04S129
B04	105584	B04S193
B04	103344	B04S199
B04	37380	B04S398
B04	162333	B04S98
B04	198452	B04S65
B04	139238	B04S212
B04	153683	B04S111
B04	89648	B04S227
B04	112935	B04S182
B04	186360	B04S72
B04	260134	B04S30
B04	69024	B04S282
B04	160180	B04S102
B04	153187	B04S112
B04	74004	B04S263
B04	290626	B04S21
B04	182607	B04S75
B04	236786	B04S42
B04	34648	B04S419
B04	199660	B04S62
B04	136376	B04S134
B04	189813	B04S69
B04	127333	B04S153
B04	72675	B04S266
B04	49700	B04S332
B04	162511	B04S97
B04	47081	B04S345
B04	203022	B04S61
B04	50597	B04S328
B04	40953	B04S375
B04	1158	B04S1384
B04	49404	B04S334
B04	56674	B04S309
B04	48473	B04S341
B04	22383	B04S546
B04	50915	B04S326
B04	57967	B04S305
B04	38043	B04S395
B04	16239	B04S622
B04	30417	B04S467
B04	57856	B04S306
B04	198859	B04S63
B04	221603	B04S51
B04	157906	B04S105
B04	271140	B04S28
B04	174047	B04S82
B04	180560	B04S77
B04	189631	B04S70
B04	114063	B04S179
B04	54269	B04S316
B04	82459	B04S244
B04	232960	B04S45
B04	112942	B04S181
B04	26079	B04S503
B04	133277	B04S139
B04	123378	B04S158
B04	33595	B04S431
B04	299940	B04S19
B04	145544	B04S124
B04	26076	B04S504
B04	134806	B04S135
B04	211466	B04S57
B04	74624	B04S262
B04	30269	B04S468
B04	52655	B04S322
B04	341856	B04S14
B04	101216	B04S203
B04	142319	B04S130
B04	211521	B04S56
B04	78999	B04S254
B04	362932	B04S11
B04	502647	B04S4
B04	123674	B04S156
B04	11546	B04S716
B04	198575	B04S64
B04	23002	B04S537
B04	76925	B04S258
B04	92480	B04S222
B04	107516	B04S190
B04	79858	B04S249
B04	30017	B04S472
B04	31546	B04S454
B04	164959	B04S93
B04	183405	B04S74
B04	286174	B04S127
B04	90617	B04S225
B04	54715	B04S314
B04	52787	B04S320
B04	116850	B04S170
B04	33112	B04S436
B04	54554	B04S315
B04	69211	B04S280
B04	69287	B04S279
B04	152706	B04S113
B04	117468	B04S168
B04	248618	B04S35
B04	145294	B04S126
B04	121953	B04S160
B04	73722	B04S273
B04	132243	B04S143
B04	85361	B04S234
B04	398309	B04S8
B04	334663	B04S16
B04	169968	B04S88
B04	225143	B04S49
B04	84939	B04S236
B04	60157	B04S300
B04	56650	B04S310
B04	193293	B04S67
B04	100994	B04S205
B04	67679	B04S286
B04	177221	B04S79
B04	8041	B04S829
B04	116283	B04S172
B04	253263	B04S34
B04	92888	B04S220
B04	178056	B04S78
B04	109971	B04S188
B04	59407	B04S303
B04	164771	B04S94
B04	59213	B04S304
B04	31612	B04S453
B04	122087	B04S159
B04	321785	B04S17
B04	32335	B04S444
B04	171204	B04S87
B04	29009	B04S479
B04	11615	B04S713
B04	129750	B04S151
B04	131195	B04S146
B04	161523	B04S100
B04	36092	B04S408
B04	23736	B04S529
B04	115196	B04S175
B04	69462	B04S278
B04	43842	B04S360
B04	206297	B04S60
B04	82705	B04S243
B04	26693	B04S497
B04	69017	B04S283
B04	41481	B04S374
B04	275180	B04S26
B04	80034	B04S248
B04	94966	B04S214
B04	25242	B04S515
B04	28301	B04S485
B04	20290	B04S573
B04	222933	B04S50
B04	130349	B04S150
B04	35159	B04S416
B04	136543	B04S133
B04	115250	B04S174
B04	173879	B04S83
USR5	151975	NODE_23027_length_152212_cov_15.553551
USR5	290280	NODE_22469_length_290494_cov_15.434708
USR5	286733	NODE_25165_length_287143_cov_15.446231
USR5	687859	NODE_53405_length_689577_cov_15.124743
USR5	72286	NODE_13768_length_72322_cov_14.978568
USR5	78460	NODE_36386_length_78741_cov_15.940031
USR5	182800	NODE_36121_length_183963_cov_15.412251
USR5	274563	NODE_22195_length_274501_cov_15.421026
USR5	154106	NODE_36047_length_154296_cov_15.341169
USR5	862865	NODE_41067_length_864990_cov_15.310045
USR5	249012	NODE_36160_length_249094_cov_15.165792
USR5	69903	NODE_22353_length_70101_cov_15.174520
USR5	67362	NODE_21898_length_67372_cov_15.863371
USR5	184015	NODE_57942_length_184019_cov_14.699748
USR5	284665	NODE_33363_length_285183_cov_15.444532
USR5	146565	NODE_14305_length_146665_cov_15.229503
USR5	89609	NODE_10249_length_89905_cov_15.556899
USR5	261729	NODE_13234_length_261709_cov_15.860066
USR5	215016	NODE_17383_length_216019_cov_15.072392
USR5	119172	NODE_54090_length_119527_cov_15.850535
USR5	147476	NODE_34398_length_147769_cov_15.275288
USR5	87588	NODE_9817_length_87538_cov_15.392892
USR5	98662	NODE_16009_length_99020_cov_15.385922
USR5	174041	NODE_13622_length_174258_cov_15.761021
USR5	336980	NODE_57124_length_338388_cov_15.332021
USR5	194461	NODE_30143_length_194715_cov_15.082977
USR5	314508	NODE_22863_length_315015_cov_14.965970
USR5	420374	NODE_35019_length_420931_cov_15.994288
USR5	62199	NODE_13854_length_62292_cov_16.295254
USR5	53989	NODE_12671_length_54132_cov_14.957881
USR5	84921	NODE_49243_length_85340_cov_15.648547
USR5	496634	NODE_28888_length_496775_cov_15.218104
USR5	64733	NODE_11498_length_64800_cov_15.200479
USR5	38668	NODE_12740_length_38665_cov_15.573128
USR5	131784	NODE_46_length_132151_cov_15.304137
USR5	254476	NODE_19694_length_254546_cov_15.376199
USR5	82897	NODE_10173_length_82976_cov_15.820767
USR5	140034	NODE_29891_length_140222_cov_14.666229
USR5	117930	NODE_27884_length_118063_cov_15.805493
USR5	137663	NODE_30419_length_137731_cov_15.974051
USR5	457860	NODE_20055_length_459060_cov_15.115503
USR5	300703	NODE_24519_length_301090_cov_14.730373
USR5	70815	NODE_34669_length_70882_cov_16.120285
USR5	231977	NODE_28754_length_232299_cov_15.226841
USR5	49787	NODE_9166_length_49682_cov_15.943138
USR5	66201	NODE_13209_length_66287_cov_15.374025
USR5	347833	NODE_29928_length_348309_cov_15.299438
USR5	322956	NODE_22976_length_323092_cov_15.576715
USR5	158378	NODE_16628_length_158370_cov_15.859291
USR5	61674	NODE_19681_length_61580_cov_15.977639
USR5	76333	NODE_10946_length_76211_cov_15.169674
USR5	102645	NODE_30360_length_102563_cov_15.440461
USR5	79772	NODE_21002_length_80121_cov_15.178480
USR5	85771	NODE_252_length_85661_cov_15.483943
USR5	88329	NODE_29923_length_88773_cov_14.375295
USR5	115341	NODE_12618_length_115275_cov_15.354717
USR5	173624	NODE_29950_length_173820_cov_15.330796
USR5	70415	NODE_30122_length_70652_cov_14.183830
USR5	18103	NODE_3895_length_18037_cov_15.306370
USR5	51661	NODE_33814_length_51664_cov_15.492529
USR5	234252	NODE_30402_length_234761_cov_15.604491
USR5	1054731	NODE_46739_length_1056309_cov_15.721226
USR5	286509	NODE_36342_length_287402_cov_15.795645
USR5	98771	NODE_21563_length_99037_cov_15.540202
USR5	622098	NODE_42382_length_622637_cov_15.276709
USR5	100105	NODE_34595_length_100070_cov_15.344688
USR5	559244	NODE_38742_length_560484_cov_15.349116
USR5	51688	NODE_30082_length_51540_cov_15.184323
USR5	306619	NODE_5090_length_307152_cov_15.165000
USR5	84926	NODE_12418_length_84969_cov_15.824041
USR5	75611	NODE_17139_length_75555_cov_15.028734
USR5	104449	NODE_3078_length_104696_cov_15.472607
USR5	316889	NODE_24205_length_316877_cov_15.107565
USR5	93144	NODE_35529_length_93141_cov_15.212709
USR5	107747	NODE_41789_length_107940_cov_15.959126
USR5	348506	NODE_34434_length_349109_cov_15.154885
USR5	185547	NODE_36375_length_185714_cov_14.837896
USR5	18577	NODE_6034_length_18478_cov_15.137677
USR5	76726	NODE_18689_length_77069_cov_15.103193
USR5	61570	NODE_8295_length_61678_cov_16.333069
USR5	46562	NODE_8168_length_46699_cov_16.251825
USR5	116406	NODE_10498_length_116364_cov_15.459249
USR5	277556	NODE_18512_length_278428_cov_15.178480
USR5	204873	NODE_25263_length_204963_cov_15.563335
USR5	9632	NODE_20032_length_9633_cov_15.860065
USR5	794957	NODE_18948_length_796259_cov_15.180213
USR5	635737	NODE_32468_length_637648_cov_15.255728
USR5	176219	NODE_26470_length_176627_cov_15.104763
USR5	220043	NODE_14630_length_220334_cov_15.515545
USR5	50765	NODE_22447_length_50761_cov_17.309864
USR5	200340	NODE_9997_length_200322_cov_16.384352
USR5	256843	NODE_22815_length_257312_cov_15.432140
USR5	174743	NODE_20894_length_175006_cov_16.160217
USR5	271665	NODE_57102_length_272180_cov_15.292196
USR5	103460	NODE_33985_length_103587_cov_15.106693
USR5	533595	NODE_26393_length_534503_cov_15.122980
USR5	126686	NODE_15195_length_127034_cov_15.112947
USR5	66423	NODE_20862_length_66447_cov_18.326094
USR5	125322	NODE_13182_length_125406_cov_15.334618
USR5	110339	NODE_2993_length_110277_cov_15.381902
USR5	192909	NODE_29660_length_193044_cov_15.591155
USR5	441255	NODE_20854_length_441800_cov_15.660464
